Question,Company,Category,Complexity,Experience Level,Years of Experience
"Design an MVP to boost fill rate for Reels at Meta focusing on workflow automation. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Crisis Management Strategy,Hard,PM,3-5
Prioritize a roadmap for analytics at Meta's WhatsApp. How do you balance speed vs quality? successful payments.,Meta,Growth Strategy,Hard,PM,3-5
You're the PM at Meta. Redesign content moderation in Feed to reduce average order value.,Meta,Product Launch Go-to-market,Hard,PM,3-5
"At Meta, scale knowledge base for Reels to new regions with seasonality spikes. What KPIs (average order value, query success rate) and review cadence would you set?",Meta,AB Testing Metrics Trade-off Analysis,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CAC? Include event taxonomy and A/B testing plan for customer support.,Meta,Product sense Engagement,Hard,PM,3-5
Propose a deprecation plan for a legacy onboarding feature in Ads at Meta. How do you mitigate risk to error rate and inform support?,Meta,Pricing System Design,Hard,PM,3-5
"As a PM at Meta, how would you improve search for Feed under strict privacy rules? Which metrics (upsell rate, CAC) prove success?",Meta,Product sense Engagement,Easy,PM,3-5
"Design an MVP to boost activation rate for Reels at Meta focusing on notifications. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Technical System Design (URL shortening),Easy,PM,3-5
Prioritize a roadmap for recommendations at Meta's WhatsApp. How do you balance speed vs quality? retention D30.,Meta,Pricing System Design,Easy,PM,3-5
You're the PM at Meta. Redesign ads quality in Feed to reduce click-through rate.,Meta,Product sense Prioritization,Easy,PM,3-5
"At Meta, scale creator tools for Reels to new regions with strict privacy rules. What KPIs (latency p95, refund rate) and review cadence would you set?",Meta,Metrics Success Criteria,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track refund rate? Include event taxonomy and A/B testing plan for marketplace.,Meta,Metrics Product health,Easy,PM,3-5
Propose a deprecation plan for a legacy data privacy feature in Ads at Meta. How do you mitigate risk to conversion rate and inform compliance?,Meta,AB Testing Growth,Easy,PM,3-5
"As a PM at Meta, how would you improve internationalization for Feed under global rollout risk? Which metrics (NPS, error rate) prove success?",Meta,Strategy Product vision,Easy,PM,3-5
"Design an MVP to boost ARPU for Reels at Meta focusing on reliability. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Problem-solving Engagement,Easy,PM,3-5
Prioritize a roadmap for latency at Meta's WhatsApp. How do you balance speed vs quality? session length.,Meta,System Design,Easy,PM,3-5
You're the PM at Meta. Redesign growth loops in Feed to reduce upsell rate.,Meta,Pricing,Easy,PM,3-5
"At Meta, scale conversion funnels for Reels to new regions with global rollout risk. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Meta,Success Criteria,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track churn? Include event taxonomy and A/B testing plan for retention.,Meta,Prioritization,Easy,PM,3-5
Propose a deprecation plan for a legacy A/B testing feature in Ads at Meta. How do you mitigate risk to CAC and inform engineering?,Meta,AB Testing,Easy,PM,3-5
"As a PM at Meta, how would you improve accessibility for Feed under seasonality spikes? Which metrics (click-through rate, activation rate) prove success?",Meta,Strategic,Easy,PM,3-5
"Design an MVP to boost error rate for Reels at Meta focusing on SEO. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Leadership,Easy,PM,3-5
Prioritize a roadmap for spam prevention at Meta's WhatsApp. How do you balance speed vs quality? upsell rate.,Meta,Metrics,Easy,PM,3-5
You're the PM at Meta. Redesign subscriptions in Feed to reduce retention D30.,Meta,Foundation,Easy,PM,3-5
"At Meta, scale self-serve for Reels to new regions with seasonality spikes. What KPIs (LTV, ARPU) and review cadence would you set?",Meta,Behavioral,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track query success rate? Include event taxonomy and A/B testing plan for enterprise controls.,Meta,Execution,Easy,PM,3-5
Propose a deprecation plan for a legacy analytics feature in Ads at Meta. How do you mitigate risk to refund rate and inform marketing?,Meta,General,Easy,PM,3-5
"As a PM at Meta, how would you improve insights for Feed under strict privacy rules? Which metrics (DAU/MAU, CSAT) prove success?",Meta,UXProduct Design,Easy,PM,3-5
"Design an MVP to boost conversion rate for Reels at Meta focusing on ML ranking. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Strategy,Easy,PM,3-5
Prioritize a roadmap for content moderation at Meta's WhatsApp. How do you balance speed vs quality? NPS.,Meta,Strategic (Product sense),Easy,PM,3-5
You're the PM at Meta. Redesign SLA in Feed to reduce LTV.,Meta,Strategic Data-driven,Easy,PM,3-5
"At Meta, scale onboarding for Reels to new regions with strict privacy rules. What KPIs (successful payments, fill rate) and review cadence would you set?",Meta,Strategic Prioritization,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track support ticket volume? Include event taxonomy and A/B testing plan for search.,Meta,Strategic (Design),Easy,PM,3-5
Propose a deprecation plan for a legacy recommendations feature in Ads at Meta. How do you mitigate risk to churn and inform legal?,Meta,Strategic Design,Easy,PM,3-5
"As a PM at Meta, how would you improve payments for Feed under global rollout risk? Which metrics (average order value, query success rate) prove success?",Meta,Strategic Customer focus,Easy,PM,3-5
"Design an MVP to boost CAC for Reels at Meta focusing on trust & safety. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Estimation Analytical,Easy,PM,3-5
Prioritize a roadmap for ads quality at Meta's WhatsApp. How do you balance speed vs quality? click-through rate.,Meta,Estimation Product sense,Medium,PM,3-5
You're the PM at Meta. Redesign B2B admin in Feed to reduce latency p95.,Meta,Behavioral Data-driven,Medium,PM,3-5
"At Meta, scale data privacy for Reels to new regions with global rollout risk. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Meta,Behavioral Collaboration,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CSAT? Include event taxonomy and A/B testing plan for internationalization.,Meta,Leadership Execution,Medium,PM,3-5
Propose a deprecation plan for a legacy latency feature in Ads at Meta. How do you mitigate risk to query success rate and inform finance?,Meta,Product sense Strategic,Medium,PM,3-5
"As a PM at Meta, how would you improve security for Feed under seasonality spikes? Which metrics (latency p95, refund rate) prove success?",Meta,Data Analytical Problem-solving,Medium,PM,3-5
"Design an MVP to boost refund rate for Reels at Meta focusing on mobile performance. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Metrics Data,Medium,PM,3-5
Prioritize a roadmap for growth loops at Meta's WhatsApp. How do you balance speed vs quality? DAU/MAU.,Meta,General Product sense,Medium,PM,3-5
You're the PM at Meta. Redesign churn prevention in Feed to reduce DAU/MAU.,Meta,General Communication,Medium,PM,3-5
"At Meta, scale A/B testing for Reels to new regions with seasonality spikes. What KPIs (session length, churn) and review cadence would you set?",Meta,Analytical Problem-solving,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track fill rate? Include event taxonomy and A/B testing plan for accessibility.,Meta,Crisis Management Strategy,Medium,PM,3-5
Propose a deprecation plan for a legacy spam prevention feature in Ads at Meta. How do you mitigate risk to support ticket volume and inform sales?,Meta,Leadership Team Management,Medium,PM,3-5
"As a PM at Meta, how would you improve fraud detection for Feed under strict privacy rules? Which metrics (time-to-first-action, conversion rate) prove success?",Meta,Product sense UX Improvement,Medium,PM,3-5
"Design an MVP to boost churn for Reels at Meta focusing on pricing & packaging. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Product Launch Go-to-market,Medium,PM,3-5
Prioritize a roadmap for subscriptions at Meta's WhatsApp. How do you balance speed vs quality? average order value.,Meta,AB Testing Metrics Trade-off Analysis,Medium,PM,3-5
You're the PM at Meta. Redesign workflow automation in Feed to reduce NPS.,Meta,Pricing System Design,Medium,PM,3-5
"At Meta, scale analytics for Reels to new regions with strict privacy rules. What KPIs (upsell rate, CAC) and review cadence would you set?",Meta,Metrics Analysis Problem-solving,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track activation rate? Include event taxonomy and A/B testing plan for insights.,Meta,Product sense Strategy,Medium,PM,3-5
Propose a deprecation plan for a legacy content moderation feature in Ads at Meta. How do you mitigate risk to CSAT and inform data science?,Meta,Metrics Success Criteria,Medium,PM,3-5
"As a PM at Meta, how would you improve knowledge base for Feed under global rollout risk? Which metrics (LTV, ARPU) prove success?",Meta,Metrics Product health,Medium,PM,3-5
"Design an MVP to boost query success rate for Reels at Meta focusing on customer support. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Product sense Problem-solving,Medium,PM,3-5
Prioritize a roadmap for SLA at Meta's WhatsApp. How do you balance speed vs quality? latency p95.,Meta,AB Testing Growth,Medium,PM,3-5
You're the PM at Meta. Redesign notifications in Feed to reduce session length.,Meta,System Design,Medium,PM,3-5
"At Meta, scale recommendations for Reels to new regions with global rollout risk. What KPIs (NPS, error rate) and review cadence would you set?",Meta,Product Sense,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track ARPU? Include event taxonomy and A/B testing plan for payments.,Meta,Launch,Medium,PM,3-5
Propose a deprecation plan for a legacy ads quality feature in Ads at Meta. How do you mitigate risk to fill rate and inform ops?,Meta,Success Criteria,Medium,PM,3-5
"As a PM at Meta, how would you improve creator tools for Feed under seasonality spikes? Which metrics (successful payments, fill rate) prove success?",Meta,Prioritization,Medium,PM,3-5
"Design an MVP to boost support ticket volume for Reels at Meta focusing on marketplace. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Product Health,Medium,PM,3-5
Prioritize a roadmap for B2B admin at Meta's WhatsApp. How do you balance speed vs quality? time-to-first-action.,Meta,AB Testing,Medium,PM,3-5
You're the PM at Meta. Redesign reliability in Feed to reduce successful payments.,Meta,Metrics,Hard,PM,3-5
"At Meta, scale latency for Reels to new regions with seasonality spikes. What KPIs (click-through rate, activation rate) and review cadence would you set?",Meta,Growth,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track error rate? Include event taxonomy and A/B testing plan for security.,Meta,Customer Obsession,Hard,PM,3-5
Propose a deprecation plan for a legacy growth loops feature in Ads at Meta. How do you mitigate risk to activation rate and inform security?,Meta,Behavioral,Hard,PM,3-5
"As a PM at Meta, how would you improve conversion funnels for Feed under strict privacy rules? Which metrics (retention D30, support ticket volume) prove success?",Meta,Execution,Hard,PM,3-5
"Design an MVP to boost CSAT for Reels at Meta focusing on retention. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Technical,Hard,PM,3-5
Prioritize a roadmap for churn prevention at Meta's WhatsApp. How do you balance speed vs quality? LTV.,Meta,General,Hard,PM,3-5
You're the PM at Meta. Redesign SEO in Feed to reduce time-to-first-action.,Meta,Strategic (Product sense),Hard,PM,3-5
"At Meta, scale spam prevention for Reels to new regions with strict privacy rules. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Meta,General Personal,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track conversion rate? Include event taxonomy and A/B testing plan for fraud detection.,Meta,Leadership Communication,Hard,PM,3-5
Propose a deprecation plan for a legacy subscriptions feature in Ads at Meta. How do you mitigate risk to ARPU and inform design?,Meta,Strategic Prioritization,Hard,PM,3-5
"As a PM at Meta, how would you improve self-serve for Feed under global rollout risk? Which metrics (session length, churn) prove success?",Meta,Strategic (Design),Hard,PM,3-5
"Design an MVP to boost fill rate for Reels at Meta focusing on enterprise controls. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Strategic Market,Hard,PM,3-5
Prioritize a roadmap for workflow automation at Meta's WhatsApp. How do you balance speed vs quality? successful payments.,Meta,Strategic Design,Hard,PM,3-5
You're the PM at Meta. Redesign ML ranking in Feed to reduce average order value.,Meta,Estimation Product sense,Hard,PM,3-5
"At Meta, scale content moderation for Reels to new regions with global rollout risk. What KPIs (average order value, query success rate) and review cadence would you set?",Meta,Leadership Behavioral,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CAC? Include event taxonomy and A/B testing plan for knowledge base.,Meta,Strategic Collaboration,Hard,PM,3-5
Propose a deprecation plan for a legacy SLA feature in Ads at Meta. How do you mitigate risk to error rate and inform support?,Meta,Behavioral Collaboration,Hard,PM,3-5
"As a PM at Meta, how would you improve onboarding for Feed under seasonality spikes? Which metrics (upsell rate, CAC) prove success?",Meta,Leadership Execution,Hard,PM,3-5
"Design an MVP to boost activation rate for Reels at Meta focusing on search. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Remote,Hard,PM,3-5
Prioritize a roadmap for notifications at Meta's WhatsApp. How do you balance speed vs quality? retention D30.,Meta,Product sense Strategic,Hard,PM,3-5
You're the PM at Meta. Redesign trust & safety in Feed to reduce click-through rate.,Meta,General Product sense,Hard,PM,3-5
"At Meta, scale ads quality for Reels to new regions with seasonality spikes. What KPIs (latency p95, refund rate) and review cadence would you set?",Meta,Behavioral Prioritization,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track refund rate? Include event taxonomy and A/B testing plan for creator tools.,Meta,Product design Product sense,Hard,PM,3-5
Propose a deprecation plan for a legacy B2B admin feature in Ads at Meta. How do you mitigate risk to conversion rate and inform compliance?,Meta,Analytical Problem-solving,Hard,PM,3-5
"As a PM at Meta, how would you improve data privacy for Feed under strict privacy rules? Which metrics (NPS, error rate) prove success?",Meta,Crisis Management Strategy,Hard,PM,3-5
"Design an MVP to boost ARPU for Reels at Meta focusing on internationalization. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Growth Strategy,Hard,PM,3-5
Prioritize a roadmap for reliability at Meta's WhatsApp. How do you balance speed vs quality? session length.,Meta,Leadership Team Management,Hard,PM,3-5
You're the PM at Meta. Redesign mobile performance in Feed to reduce upsell rate.,Meta,AB Testing Metrics Trade-off Analysis,Hard,PM,3-5
"At Meta, scale growth loops for Reels to new regions with strict privacy rules. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Meta,Product sense UX Improvement,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track churn? Include event taxonomy and A/B testing plan for conversion funnels.,Meta,Product Launch Go-to-market,Easy,PM,3-5
Propose a deprecation plan for a legacy churn prevention feature in Ads at Meta. How do you mitigate risk to CAC and inform engineering?,Meta,Product sense Engagement,Easy,PM,3-5
"As a PM at Meta, how would you improve A/B testing for Feed under global rollout risk? Which metrics (click-through rate, activation rate) prove success?",Meta,Technical System Design (URL shortening),Easy,PM,3-5
"Design an MVP to boost error rate for Reels at Meta focusing on accessibility. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Pricing System Design,Easy,PM,3-5
Prioritize a roadmap for SEO at Meta's WhatsApp. How do you balance speed vs quality? upsell rate.,Meta,Metrics Analysis Problem-solving,Easy,PM,3-5
You're the PM at Meta. Redesign pricing & packaging in Feed to reduce retention D30.,Meta,Metrics Success Criteria,Easy,PM,3-5
"At Meta, scale subscriptions for Reels to new regions with global rollout risk. What KPIs (LTV, ARPU) and review cadence would you set?",Meta,Metrics Product health,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track query success rate? Include event taxonomy and A/B testing plan for self-serve.,Meta,Product sense Problem-solving,Easy,PM,3-5
Propose a deprecation plan for a legacy workflow automation feature in Ads at Meta. How do you mitigate risk to refund rate and inform marketing?,Meta,Strategy Product vision,Easy,PM,3-5
"As a PM at Meta, how would you improve analytics for Feed under seasonality spikes? Which metrics (DAU/MAU, CSAT) prove success?",Meta,Problem-solving Engagement,Easy,PM,3-5
"Design an MVP to boost conversion rate for Reels at Meta focusing on insights. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,System Design,Easy,PM,3-5
Prioritize a roadmap for ML ranking at Meta's WhatsApp. How do you balance speed vs quality? NPS.,Meta,Product Sense,Easy,PM,3-5
You're the PM at Meta. Redesign customer support in Feed to reduce LTV.,Meta,Success Criteria,Easy,PM,3-5
"At Meta, scale SLA for Reels to new regions with seasonality spikes. What KPIs (successful payments, fill rate) and review cadence would you set?",Meta,Prioritization,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track support ticket volume? Include event taxonomy and A/B testing plan for onboarding.,Meta,Product Health,Easy,PM,3-5
Propose a deprecation plan for a legacy notifications feature in Ads at Meta. How do you mitigate risk to churn and inform legal?,Meta,Strategic,Easy,PM,3-5
"As a PM at Meta, how would you improve recommendations for Feed under strict privacy rules? Which metrics (average order value, query success rate) prove success?",Meta,Leadership,Easy,PM,3-5
"Design an MVP to boost CAC for Reels at Meta focusing on payments. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Metrics,Easy,PM,3-5
Prioritize a roadmap for trust & safety at Meta's WhatsApp. How do you balance speed vs quality? click-through rate.,Meta,Growth,Easy,PM,3-5
You're the PM at Meta. Redesign marketplace in Feed to reduce latency p95.,Meta,Behavioral,Easy,PM,3-5
"At Meta, scale B2B admin for Reels to new regions with strict privacy rules. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Meta,Execution,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CSAT? Include event taxonomy and A/B testing plan for data privacy.,Meta,Technical,Easy,PM,3-5
Propose a deprecation plan for a legacy reliability feature in Ads at Meta. How do you mitigate risk to query success rate and inform finance?,Meta,UXProduct Design,Easy,PM,3-5
"As a PM at Meta, how would you improve latency for Feed under global rollout risk? Which metrics (latency p95, refund rate) prove success?",Meta,Strategy,Easy,PM,3-5
"Design an MVP to boost refund rate for Reels at Meta focusing on security. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Strategic (Product sense),Easy,PM,3-5
Prioritize a roadmap for mobile performance at Meta's WhatsApp. How do you balance speed vs quality? DAU/MAU.,Meta,General Personal,Easy,PM,3-5
You're the PM at Meta. Redesign retention in Feed to reduce DAU/MAU.,Meta,Strategic Prioritization,Easy,PM,3-5
"At Meta, scale churn prevention for Reels to new regions with global rollout risk. What KPIs (session length, churn) and review cadence would you set?",Meta,Strategic (Design),Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track fill rate? Include event taxonomy and A/B testing plan for A/B testing.,Meta,Strategic Market,Easy,PM,3-5
Propose a deprecation plan for a legacy SEO feature in Ads at Meta. How do you mitigate risk to support ticket volume and inform sales?,Meta,Strategic Customer focus,Medium,PM,3-5
"As a PM at Meta, how would you improve spam prevention for Feed under seasonality spikes? Which metrics (time-to-first-action, conversion rate) prove success?",Meta,Estimation Analytical,Medium,PM,3-5
"Design an MVP to boost churn for Reels at Meta focusing on fraud detection. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Estimation Product sense,Medium,PM,3-5
Prioritize a roadmap for pricing & packaging at Meta's WhatsApp. How do you balance speed vs quality? average order value.,Meta,Leadership Behavioral,Medium,PM,3-5
You're the PM at Meta. Redesign enterprise controls in Feed to reduce NPS.,Meta,Behavioral Collaboration,Medium,PM,3-5
"At Meta, scale workflow automation for Reels to new regions with seasonality spikes. What KPIs (upsell rate, CAC) and review cadence would you set?",Meta,Leadership Execution,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track activation rate? Include event taxonomy and A/B testing plan for analytics.,Meta,Remote,Medium,PM,3-5
Propose a deprecation plan for a legacy ML ranking feature in Ads at Meta. How do you mitigate risk to CSAT and inform data science?,Meta,Data Analytical Problem-solving,Medium,PM,3-5
"As a PM at Meta, how would you improve content moderation for Feed under strict privacy rules? Which metrics (LTV, ARPU) prove success?",Meta,Metrics Data,Medium,PM,3-5
"Design an MVP to boost query success rate for Reels at Meta focusing on knowledge base. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,General Product sense,Medium,PM,3-5
Prioritize a roadmap for customer support at Meta's WhatsApp. How do you balance speed vs quality? latency p95.,Meta,Behavioral Prioritization,Medium,PM,3-5
You're the PM at Meta. Redesign search in Feed to reduce session length.,Meta,Analytical Problem-solving,Medium,PM,3-5
"At Meta, scale notifications for Reels to new regions with strict privacy rules. What KPIs (NPS, error rate) and review cadence would you set?",Meta,Crisis Management Strategy,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track ARPU? Include event taxonomy and A/B testing plan for recommendations.,Meta,Growth Strategy,Medium,PM,3-5
Propose a deprecation plan for a legacy trust & safety feature in Ads at Meta. How do you mitigate risk to fill rate and inform ops?,Meta,Product sense UX Improvement,Medium,PM,3-5
"As a PM at Meta, how would you improve ads quality for Feed under global rollout risk? Which metrics (successful payments, fill rate) prove success?",Meta,Product Launch Go-to-market,Medium,PM,3-5
"Design an MVP to boost support ticket volume for Reels at Meta focusing on creator tools. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,AB Testing Metrics Trade-off Analysis,Medium,PM,3-5
Prioritize a roadmap for marketplace at Meta's WhatsApp. How do you balance speed vs quality? time-to-first-action.,Meta,Product sense Engagement,Medium,PM,3-5
You're the PM at Meta. Redesign internationalization in Feed to reduce successful payments.,Meta,Metrics Analysis Problem-solving,Medium,PM,3-5
"At Meta, scale reliability for Reels to new regions with global rollout risk. What KPIs (click-through rate, activation rate) and review cadence would you set?",Meta,Product sense Strategy,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track error rate? Include event taxonomy and A/B testing plan for latency.,Meta,Product sense Prioritization,Medium,PM,3-5
Propose a deprecation plan for a legacy mobile performance feature in Ads at Meta. How do you mitigate risk to activation rate and inform security?,Meta,Metrics Product health,Medium,PM,3-5
"As a PM at Meta, how would you improve growth loops for Feed under seasonality spikes? Which metrics (retention D30, support ticket volume) prove success?",Meta,Product sense Problem-solving,Medium,PM,3-5
"Design an MVP to boost CSAT for Reels at Meta focusing on conversion funnels. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,AB Testing Growth,Medium,PM,3-5
Prioritize a roadmap for retention at Meta's WhatsApp. How do you balance speed vs quality? LTV.,Meta,Strategy Product vision,Medium,PM,3-5
You're the PM at Meta. Redesign accessibility in Feed to reduce time-to-first-action.,Meta,Product Sense,Medium,PM,3-5
"At Meta, scale SEO for Reels to new regions with seasonality spikes. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Meta,Launch,Medium,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track conversion rate? Include event taxonomy and A/B testing plan for spam prevention.,Meta,Pricing,Medium,PM,3-5
Propose a deprecation plan for a legacy pricing & packaging feature in Ads at Meta. How do you mitigate risk to ARPU and inform design?,Meta,Prioritization,Medium,PM,3-5
"As a PM at Meta, how would you improve subscriptions for Feed under strict privacy rules? Which metrics (session length, churn) prove success?",Meta,Product Health,Hard,PM,3-5
"Design an MVP to boost fill rate for Reels at Meta focusing on self-serve. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,AB Testing,Hard,PM,3-5
Prioritize a roadmap for enterprise controls at Meta's WhatsApp. How do you balance speed vs quality? successful payments.,Meta,Strategic,Hard,PM,3-5
You're the PM at Meta. Redesign insights in Feed to reduce average order value.,Meta,Growth,Hard,PM,3-5
"At Meta, scale ML ranking for Reels to new regions with strict privacy rules. What KPIs (average order value, query success rate) and review cadence would you set?",Meta,Customer Obsession,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track CAC? Include event taxonomy and A/B testing plan for content moderation.,Meta,Foundation,Hard,PM,3-5
Propose a deprecation plan for a legacy customer support feature in Ads at Meta. How do you mitigate risk to error rate and inform support?,Meta,Execution,Hard,PM,3-5
"As a PM at Meta, how would you improve SLA for Feed under global rollout risk? Which metrics (upsell rate, CAC) prove success?",Meta,Technical,Hard,PM,3-5
"Design an MVP to boost activation rate for Reels at Meta focusing on onboarding. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,General,Hard,PM,3-5
Prioritize a roadmap for search at Meta's WhatsApp. How do you balance speed vs quality? retention D30.,Meta,UXProduct Design,Hard,PM,3-5
You're the PM at Meta. Redesign payments in Feed to reduce click-through rate.,Meta,General Personal,Hard,PM,3-5
"At Meta, scale trust & safety for Reels to new regions with global rollout risk. What KPIs (latency p95, refund rate) and review cadence would you set?",Meta,Leadership Communication,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track refund rate? Include event taxonomy and A/B testing plan for ads quality.,Meta,Strategic Data-driven,Hard,PM,3-5
Propose a deprecation plan for a legacy marketplace feature in Ads at Meta. How do you mitigate risk to conversion rate and inform compliance?,Meta,Strategic (Design),Hard,PM,3-5
"As a PM at Meta, how would you improve B2B admin for Feed under seasonality spikes? Which metrics (NPS, error rate) prove success?",Meta,Strategic Market,Hard,PM,3-5
"Design an MVP to boost ARPU for Reels at Meta focusing on data privacy. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Strategic Design,Hard,PM,3-5
Prioritize a roadmap for internationalization at Meta's WhatsApp. How do you balance speed vs quality? session length.,Meta,Strategic Customer focus,Hard,PM,3-5
You're the PM at Meta. Redesign security in Feed to reduce upsell rate.,Meta,Leadership Behavioral,Hard,PM,3-5
"At Meta, scale mobile performance for Reels to new regions with seasonality spikes. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Meta,Strategic Collaboration,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track churn? Include event taxonomy and A/B testing plan for growth loops.,Meta,Behavioral Data-driven,Hard,PM,3-5
Propose a deprecation plan for a legacy retention feature in Ads at Meta. How do you mitigate risk to CAC and inform engineering?,Meta,Leadership Execution,Hard,PM,3-5
"As a PM at Meta, how would you improve churn prevention for Feed under strict privacy rules? Which metrics (click-through rate, activation rate) prove success?",Meta,Remote,Hard,PM,3-5
"Design an MVP to boost error rate for Reels at Meta focusing on A/B testing. Outline milestones, critical risks, and guardrails for legacy dependencies.",Meta,Product sense Strategic,Hard,PM,3-5
Prioritize a roadmap for accessibility at Meta's WhatsApp. How do you balance speed vs quality? upsell rate.,Meta,Data Analytical Problem-solving,Hard,PM,3-5
You're the PM at Meta. Redesign fraud detection in Feed to reduce retention D30.,Meta,Behavioral Prioritization,Hard,PM,3-5
"At Meta, scale pricing & packaging for Reels to new regions with strict privacy rules. What KPIs (LTV, ARPU) and review cadence would you set?",Meta,Product design Product sense,Hard,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track query success rate? Include event taxonomy and A/B testing plan for subscriptions.,Meta,General Communication,Hard,PM,3-5
Propose a deprecation plan for a legacy enterprise controls feature in Ads at Meta. How do you mitigate risk to refund rate and inform marketing?,Meta,Crisis Management Strategy,Hard,PM,3-5
"As a PM at Meta, how would you improve workflow automation for Feed under global rollout risk? Which metrics (DAU/MAU, CSAT) prove success?",Meta,Growth Strategy,Hard,PM,3-5
"Design an MVP to boost conversion rate for Reels at Meta focusing on analytics. Outline milestones, critical risks, and guardrails for cost ceilings.",Meta,Leadership Team Management,Hard,PM,3-5
Prioritize a roadmap for insights at Meta's WhatsApp. How do you balance speed vs quality? NPS.,Meta,Analytical Problem-solving,Easy,PM,3-5
You're the PM at Meta. Redesign knowledge base in Feed to reduce LTV.,Meta,Leadership Team Management,Easy,PM,3-5
"At Meta, scale customer support for Reels to new regions with global rollout risk. What KPIs (successful payments, fill rate) and review cadence would you set?",Meta,Product sense UX Improvement,Easy,PM,3-5
How would you set up a measurement framework for WhatsApp at Meta to track support ticket volume? Include event taxonomy and A/B testing plan for SLA.,Meta,Product Launch Go-to-market,Easy,PM,3-5
Propose a deprecation plan for a legacy search feature in Ads at Meta. How do you mitigate risk to churn and inform legal?,Meta,Product sense Engagement,Easy,PM,3-5
"As a PM at Meta, how would you improve notifications for Feed under seasonality spikes? Which metrics (average order value, query success rate) prove success?",Meta,Technical System Design (URL shortening),Easy,PM,3-5
"Design an MVP to boost CAC for Reels at Meta focusing on recommendations. Outline milestones, critical risks, and guardrails for data quality gaps.",Meta,Pricing System Design,Easy,PM,3-5
Prioritize a roadmap for payments at Meta's WhatsApp. How do you balance speed vs quality? click-through rate.,Meta,Metrics Analysis Problem-solving,Easy,PM,3-5
You're the PM at Meta. Redesign creator tools in Feed to reduce latency p95.,Meta,Metrics Success Criteria,Easy,PM,3-5
