Question,Company,Category,Complexity,Experience Level,Years of Experience
"You're the Director at Microsoft. How would you plan, derisk, and deliver driver supply improvements under legacy systems?",Microsoft,Execution,Simple,Director,8 years
"You're the Senior PM at Microsoft. How would you plan, derisk, and deliver mobile app performance improvements under tight timelines?",Microsoft,Execution,Medium,Senior PM,3-5 years
"You're the Group PM at Microsoft. How would you plan, derisk, and deliver mobile app performance improvements under tight timelines? (focus: mobile app performance, reduce churn)",Microsoft,Execution,Complex,Group PM,5-8 years
"As a Senior PM at Microsoft, plan the GTM for a new international expansion initiative to scale globally. What segments, messaging, and channels would you choose?",Microsoft,Launch,Simple,Senior PM,3-5 years
"As a Senior PM at Microsoft, plan the GTM for a new checkout initiative to improve NPS. What segments, messaging, and channels would you choose?",Microsoft,Launch,Medium,Senior PM,3-5 years
"As a Director at Microsoft, plan the GTM for a new notifications initiative to improve reliability. What segments, messaging, and channels would you choose?",Microsoft,Launch,Complex,Director,8 years
"At Microsoft, as a Principal PM, how would you evaluate pricing and packaging options for checkout to increase activation?",Microsoft,Pricing,Simple,Principal PM,5-8 years
"At Microsoft, as a Principal PM, how would you evaluate pricing and packaging options for support automation to increase marketplace liquidity?",Microsoft,Pricing,Medium,Principal PM,5-8 years
"At Microsoft, as a Principal PM, how would you evaluate pricing and packaging options for payments to increase activation?",Microsoft,Pricing,Complex,Principal PM,5-8 years
You're the Director at Microsoft. Define success criteria and a 90day review plan for B2B admin console changes aimed to increase repeat usage.,Microsoft,Success Criteria,Simple,Director,8 years
"You're the Director at Microsoft. Define success criteria and a 90day review plan for content safety changes aimed to reduce costs. (focus: content safety, reduce costs)",Microsoft,Success Criteria,Medium,Director,8 years
You're the Principal PM at Microsoft. Define success criteria and a 90day review plan for driver supply changes aimed to reduce support volume.,Microsoft,Success Criteria,Complex,Principal PM,5-8 years
"As a Director at Microsoft, how would you prioritize a backlog for churn reduction to reduce costs with support and design disagreeing?",Microsoft,Prioritization,Simple,Director,8 years
"As a Group PM at Microsoft, how would you prioritize a backlog for international expansion to increase conversion rate with design and ops disagreeing?",Microsoft,Prioritization,Medium,Group PM,5-8 years
"As a Director at Microsoft, how would you prioritize a backlog for retention to increase marketplace liquidity with sales and legal disagreeing?",Microsoft,Prioritization,Complex,Director,8 years
"At Microsoft, as a Group PM, how would you diagnose and resolve declining health metrics for helpdesk experience under seasonality?",Microsoft,Product Health,Simple,Group PM,5-8 years
"At Microsoft, as a Group PM, how would you diagnose and resolve declining health metrics for creator tools under thirdparty dependencies?",Microsoft,Product Health,Medium,Group PM,5-8 years
"At Microsoft, as a Director, how would you diagnose and resolve declining health metrics for B2B admin console under data sparsity?",Microsoft,Product Health,Complex,Director,8 years
"As a Principal PM at Microsoft, design an AB test plan for data quality to improve retention. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Simple,Principal PM,8 years
"As a Director at Microsoft, design an AB test plan for NPS to increase marketplace liquidity. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Medium,Director,8 years
"As a Senior PM at Microsoft, design an AB test plan for merchant onboarding to reduce time-to-first-action. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Complex,Senior PM,3-5 years
"As a Group PM at Microsoft, how would you define and execute a multiquarter strategy for search to reduce costs? What tradeoffs would you consider under seasonality?",Microsoft,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Microsoft, how would you define and execute a multiquarter strategy for data quality to reduce support volume? What tradeoffs would you consider under legacy systems?",Microsoft,Strategic,Medium,Principal PM,5-8 years
"As a PM at Microsoft, how would you define and execute a multiquarter strategy for waitlist conversion to improve time-to-value? What tradeoffs would you consider under tight timelines?",Microsoft,Strategic,Complex,PM,2-3 years
"At Microsoft, as a APM, how would you align sales and ops on a contentious roadmap decision for support automation?",Microsoft,Leadership,Simple,APM,1-2 years
"At Microsoft, as a Group PM, how would you align ops and legal on a contentious roadmap decision for B2B admin console?",Microsoft,Leadership,Medium,Group PM,5-8 years
"At Microsoft, as a APM, how would you align data science and support on a contentious roadmap decision for notifications?",Microsoft,Leadership,Complex,APM,1-2 years
"As a Group PM at Microsoft, which North Star and guardrail metrics would you set for checkout to reduce support volume? How would you instrument and review them?",Microsoft,Metrics,Simple,Group PM,5-8 years
"As a APM at Microsoft, which North Star and guardrail metrics would you set for merchant onboarding to increase activation? How would you instrument and review them?",Microsoft,Metrics,Medium,APM,0-1 years
"As a Group PM at Microsoft, which North Star and guardrail metrics would you set for search to reduce support volume? How would you instrument and review them?",Microsoft,Metrics,Complex,Group PM,5-8 years
You're the Group PM at Microsoft. Design an experiment roadmap to improve reliability for mobile app performance. Which levers would you test first and why?,Microsoft,Growth,Simple,Group PM,5-8 years
You're the Group PM at Microsoft. Design an experiment roadmap to improve reliability for fraud mitigation. Which levers would you test first and why?,Microsoft,Growth,Medium,Group PM,5-8 years
You're the APM at Microsoft. Design an experiment roadmap to improve reliability for subscriptions. Which levers would you test first and why?,Microsoft,Growth,Complex,APM,0-1 years
"At Microsoft, as a Group PM, how would you gather, prioritize, and act on customer feedback to increase marketplace liquidity for notifications?",Microsoft,Customer Obsession,Simple,Group PM,5-8 years
"At Microsoft, as a APM, how would you gather, prioritize, and act on customer feedback to increase paid conversion for recommendations?",Microsoft,Customer Obsession,Medium,APM,1-2 years
"At Microsoft, as a APM, how would you gather, prioritize, and act on customer feedback to increase paid conversion for driver supply?",Microsoft,Customer Obsession,Complex,APM,1-2 years
"As a Group PM at Microsoft, how would you improve foundational quality for host acquisition given tight timelines? How do you sequence the work?",Microsoft,Foundation,Simple,Group PM,5-8 years
"As a APM at Microsoft, how would you improve foundational quality for merchant onboarding given regulatory constraints? How do you sequence the work?",Microsoft,Foundation,Medium,APM,0-1 years
"As a APM at Microsoft, how would you improve foundational quality for notifications given data sparsity? How do you sequence the work?",Microsoft,Foundation,Complex,APM,1-2 years
"Tell me about a time you, as a Group PM, handled significant pushback from engineering while driving merchant onboarding at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Simple,Group PM,5-8 years
"Tell me about a time you, as a APM, handled significant pushback from legal while driving mobile app performance at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Medium,APM,0-1 years
"Tell me about a time you, as a Group PM, handled significant pushback from marketing while driving creator tools at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Complex,Group PM,5-8 years
"As a APM at Microsoft, how would you partner with engineering to address technical debt in churn reduction while still delivering scale globally?",Microsoft,Technical,Simple,APM,0-1 years
"As a Group PM at Microsoft, how would you partner with engineering to address technical debt in recommendations while still delivering increase repeat usage?",Microsoft,Technical,Medium,Group PM,5-8 years
"As a APM at Microsoft, how would you partner with engineering to address technical debt in support automation while still delivering reduce churn?",Microsoft,Technical,Complex,APM,0-1 years
"Design a v1 architecture for fraud mitigation at Microsoft to improve retention. What components, APIs, and data flows would you propose?",Microsoft,System Design,Simple,APM,0-1 years
"Design a v1 architecture for support automation at Microsoft to increase revenue. What components, APIs, and data flows would you propose?",Microsoft,System Design,Medium,Group PM,5-8 years
"Design a v1 architecture for CRM pipeline at Microsoft to increase activation. What components, APIs, and data flows would you propose?",Microsoft,System Design,Complex,APM,0-1 years
"As a APM at Microsoft, propose a new feature for churn reduction to reduce churn. How would you validate demand and ensure usability?",Microsoft,Product Sense,Simple,APM,1-2 years
"As a APM at Microsoft, propose a new feature for waitlist conversion to improve NPS. How would you validate demand and ensure usability?",Microsoft,Product Sense,Medium,APM,0-1 years
"As a APM at Microsoft, propose a new feature for fraud mitigation to improve time-to-value. How would you validate demand and ensure usability?",Microsoft,Product Sense,Complex,APM,1-2 years
"You're the Group PM at Microsoft. How would you plan, derisk, and deliver payments improvements under limited engineering bandwidth?",Microsoft,Execution,Simple,Group PM,5-8 years
"You're the APM at Microsoft. How would you plan, derisk, and deliver support automation improvements under data sparsity?",Microsoft,Execution,Medium,APM,0-1 years
"You're the APM at Microsoft. How would you plan, derisk, and deliver waitlist conversion improvements under data sparsity?",Microsoft,Execution,Complex,APM,0-1 years
"As a APM at Microsoft, plan the GTM for a new helpdesk experience initiative to reduce support volume. What segments, messaging, and channels would you choose?",Microsoft,Launch,Simple,APM,0-1 years
"As a PM at Microsoft, plan the GTM for a new driver supply initiative to increase repeat usage. What segments, messaging, and channels would you choose?",Microsoft,Launch,Medium,PM,1-2 years
"As a Group PM at Microsoft, plan the GTM for a new host acquisition initiative to improve retention. What segments, messaging, and channels would you choose?",Microsoft,Launch,Complex,Group PM,5-8 years
"At Microsoft, as a APM, how would you evaluate pricing and packaging options for waitlist conversion to reduce costs?",Microsoft,Pricing,Simple,APM,0-1 years
"At Microsoft, as a Group PM, how would you evaluate pricing and packaging options for fraud mitigation to increase activation?",Microsoft,Pricing,Medium,Group PM,5-8 years
"At Microsoft, as a Group PM, how would you evaluate pricing and packaging options for CRM pipeline to increase activation?",Microsoft,Pricing,Complex,Group PM,5-8 years
You're the APM at Microsoft. Define success criteria and a 90day review plan for self-serve funnel changes aimed to grow MAUs.,Microsoft,Success Criteria,Simple,APM,0-1 years
You're the PM at Microsoft. Define success criteria and a 90day review plan for support automation changes aimed to grow MAUs.,Microsoft,Success Criteria,Medium,PM,1-2 years
You're the APM at Microsoft. Define success criteria and a 90day review plan for retention changes aimed to reduce churn.,Microsoft,Success Criteria,Complex,APM,0-1 years
"As a APM at Microsoft, how would you prioritize a backlog for checkout to reduce support volume with data science and support disagreeing?",Microsoft,Prioritization,Simple,APM,1-2 years
"As a Group PM at Microsoft, how would you prioritize a backlog for onboarding to improve time-to-value with support and legal disagreeing?",Microsoft,Prioritization,Medium,Group PM,5-8 years
"As a APM at Microsoft, how would you prioritize a backlog for notifications to increase revenue with ops and data science disagreeing?",Microsoft,Prioritization,Complex,APM,1-2 years
"At Microsoft, as a PM, how would you diagnose and resolve declining health metrics for creator tools under limited engineering bandwidth?",Microsoft,Product Health,Simple,PM,1-2 years
"At Microsoft, as a APM, how would you diagnose and resolve declining health metrics for search under seasonality?",Microsoft,Product Health,Medium,APM,1-2 years
"At Microsoft, as a Group PM, how would you diagnose and resolve declining health metrics for churn reduction under tight timelines?",Microsoft,Product Health,Complex,Group PM,5-8 years
"As a Group PM at Microsoft, design an AB test plan for notifications to improve time-to-value. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Simple,Group PM,5-8 years
"As a Group PM at Microsoft, design an AB test plan for host acquisition to reduce support volume. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Medium,Group PM,5-8 years
"As a APM at Microsoft, design an AB test plan for notifications to increase activation. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Complex,APM,0-1 years
"As a APM at Apple, how would you define and execute a multiquarter strategy for churn reduction to increase paid conversion? What tradeoffs would you consider under privacy constraints?",Apple,Strategic,Simple,APM,1-2 years
"As a PM at Apple, how would you define and execute a multiquarter strategy for payments to increase conversion rate? What tradeoffs would you consider under data sparsity?",Apple,Strategic,Medium,PM,2-3 years
"As a Director at Apple, how would you define and execute a multiquarter strategy for driver supply to increase conversion rate? What tradeoffs would you consider under tight timelines?",Apple,Strategic,Complex,Director,8 years
"At Apple, as a Director, how would you align marketing and sales on a contentious roadmap decision for NPS?",Apple,Leadership,Simple,Director,8 years
"At Apple, as a Director, how would you align sales and marketing on a contentious roadmap decision for data quality?",Apple,Leadership,Medium,Director,8 years
"At Apple, as a Director, how would you align marketing and ops on a contentious roadmap decision for self-serve funnel?",Apple,Leadership,Complex,Director,8 years
"As a Director at Apple, which North Star and guardrail metrics would you set for B2B admin console to reduce churn? How would you instrument and review them?",Apple,Metrics,Simple,Director,8 years
"As a Director at Apple, which North Star and guardrail metrics would you set for churn reduction to increase repeat usage? How would you instrument and review them?",Apple,Metrics,Medium,Director,8 years
"As a Director at Apple, which North Star and guardrail metrics would you set for checkout to reduce time-to-first-action? How would you instrument and review them?",Apple,Metrics,Complex,Director,8 years
You're the Senior PM at Apple. Design an experiment roadmap to increase marketplace liquidity for notifications. Which levers would you test first and why?,Apple,Growth,Simple,Senior PM,3-5 years
You're the Principal PM at Apple. Design an experiment roadmap to increase paid conversion for B2B admin console. Which levers would you test first and why?,Apple,Growth,Medium,Principal PM,8 years
You're the Principal PM at Apple. Design an experiment roadmap to reduce time-to-first-action for recommendations. Which levers would you test first and why?,Apple,Growth,Complex,Principal PM,8 years
"At Apple, as a Senior PM, how would you gather, prioritize, and act on customer feedback to increase revenue for recommendations?",Apple,Customer Obsession,Simple,Senior PM,3-5 years
"At Apple, as a Director, how would you gather, prioritize, and act on customer feedback to improve time-to-value for international expansion?",Apple,Customer Obsession,Medium,Director,8 years
"At Apple, as a Director, how would you gather, prioritize, and act on customer feedback to improve retention for content safety?",Apple,Customer Obsession,Complex,Director,8 years
"As a Principal PM at Apple, how would you improve foundational quality for churn reduction given regulatory constraints? How do you sequence the work?",Apple,Foundation,Simple,Principal PM,5-8 years
"As a Senior PM at Apple, how would you improve foundational quality for onboarding given legacy systems? How do you sequence the work?",Apple,Foundation,Medium,Senior PM,3-5 years
"As a Director at Apple, how would you improve foundational quality for fraud mitigation given data sparsity? How do you sequence the work?",Apple,Foundation,Complex,Director,8 years
"Tell me about a time you, as a Director, handled significant pushback from support while driving payments at Apple. What did you do and what was the outcome?",Apple,Behavioral,Simple,Director,8 years
"Tell me about a time you, as a Senior PM, handled significant pushback from legal while driving search at Apple. What did you do and what was the outcome?",Apple,Behavioral,Medium,Senior PM,3-5 years
"Tell me about a time you, as a Senior PM, handled significant pushback from data science while driving helpdesk experience at Apple. What did you do and what was the outcome?",Apple,Behavioral,Complex,Senior PM,3-5 years
"As a Group PM at Apple, how would you partner with engineering to address technical debt in checkout while still delivering improve retention?",Apple,Technical,Simple,Group PM,5-8 years
"As a Director at Apple, how would you partner with engineering to address technical debt in churn reduction while still delivering improve time-to-value?",Apple,Technical,Medium,Director,8 years
"As a Principal PM at Apple, how would you partner with engineering to address technical debt in creator tools while still delivering improve NPS?",Apple,Technical,Complex,Principal PM,8 years
"Design a v1 architecture for CRM pipeline at Apple to improve NPS. What components, APIs, and data flows would you propose?",Apple,System Design,Simple,Principal PM,5-8 years
"Design a v1 architecture for self-serve funnel at Apple to improve NPS. What components, APIs, and data flows would you propose?",Apple,System Design,Medium,Senior PM,3-5 years
"Design a v1 architecture for support automation at Apple to reduce costs. What components, APIs, and data flows would you propose?",Apple,System Design,Complex,Principal PM,8 years
"As a Director at Apple, propose a new feature for B2B admin console to increase activation. How would you validate demand and ensure usability?",Apple,Product Sense,Simple,Director,8 years
"As a Principal PM at Apple, propose a new feature for driver supply to increase marketplace liquidity. How would you validate demand and ensure usability?",Apple,Product Sense,Medium,Principal PM,5-8 years
"As a Senior PM at Apple, propose a new feature for retention to increase paid conversion. How would you validate demand and ensure usability?",Apple,Product Sense,Complex,Senior PM,3-5 years
"You're the Principal PM at Apple. How would you plan, derisk, and deliver NPS improvements under legacy systems?",Apple,Execution,Simple,Principal PM,8 years
"You're the Principal PM at Apple. How would you plan, derisk, and deliver data quality improvements under limited engineering bandwidth?",Apple,Execution,Medium,Principal PM,5-8 years
"You're the Principal PM at Apple. How would you plan, derisk, and deliver notifications improvements under limited engineering bandwidth?",Apple,Execution,Complex,Principal PM,8 years
"As a Group PM at Apple, plan the GTM for a new onboarding initiative to reduce support volume. What segments, messaging, and channels would you choose?",Apple,Launch,Simple,Group PM,5-8 years
"As a Principal PM at Apple, plan the GTM for a new fraud mitigation initiative to improve retention. What segments, messaging, and channels would you choose?",Apple,Launch,Medium,Principal PM,5-8 years
"As a Director at Apple, plan the GTM for a new data quality initiative to increase conversion rate. What segments, messaging, and channels would you choose?",Apple,Launch,Complex,Director,8 years
"At Apple, as a Principal PM, how would you evaluate pricing and packaging options for mobile app performance to increase revenue?",Apple,Pricing,Simple,Principal PM,5-8 years
"At Apple, as a Senior PM, how would you evaluate pricing and packaging options for B2B admin console to increase conversion rate?",Apple,Pricing,Medium,Senior PM,3-5 years
"At Apple, as a Principal PM, how would you evaluate pricing and packaging options for support automation to improve NPS?",Apple,Pricing,Complex,Principal PM,5-8 years
You're the Principal PM at Apple. Define success criteria and a 90day review plan for host acquisition changes aimed to improve reliability.,Apple,Success Criteria,Simple,Principal PM,5-8 years
You're the Senior PM at Apple. Define success criteria and a 90day review plan for driver supply changes aimed to increase revenue.,Apple,Success Criteria,Medium,Senior PM,3-5 years
You're the Principal PM at Apple. Define success criteria and a 90day review plan for checkout changes aimed to increase marketplace liquidity.,Apple,Success Criteria,Complex,Principal PM,5-8 years
"As a Principal PM at Apple, how would you prioritize a backlog for recommendations to increase activation with legal and design disagreeing?",Apple,Prioritization,Simple,Principal PM,8 years
"As a Principal PM at Apple, how would you prioritize a backlog for onboarding to reduce costs with design and engineering disagreeing?",Apple,Prioritization,Medium,Principal PM,8 years
"As a Principal PM at Apple, how would you prioritize a backlog for international expansion to increase paid conversion with sales and support disagreeing?",Apple,Prioritization,Complex,Principal PM,5-8 years
"At Apple, as a Director, how would you diagnose and resolve declining health metrics for CRM pipeline under tight timelines?",Apple,Product Health,Simple,Director,8 years
"At Apple, as a Senior PM, how would you diagnose and resolve declining health metrics for search under privacy constraints?",Apple,Product Health,Medium,Senior PM,3-5 years
"At Apple, as a Senior PM, how would you diagnose and resolve declining health metrics for payments under limited engineering bandwidth?",Apple,Product Health,Complex,Senior PM,3-5 years
"As a Principal PM at Apple, design an AB test plan for fraud mitigation to improve reliability. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Simple,Principal PM,8 years
"As a Senior PM at Apple, design an AB test plan for self-serve funnel to improve time-to-value. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Medium,Senior PM,3-5 years
"As a Principal PM at Apple, design an AB test plan for data quality to increase revenue. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Complex,Principal PM,8 years
"As a Group PM at Apple, how would you define and execute a multiquarter strategy for mobile app performance to reduce time-to-first-action? What tradeoffs would you consider under legacy systems?",Apple,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Apple, how would you define and execute a multiquarter strategy for data quality to reduce costs? What tradeoffs would you consider under seasonality?",Apple,Strategic,Medium,Principal PM,8 years
"As a Group PM at Apple, how would you define and execute a multiquarter strategy for NPS to grow MAUs? What tradeoffs would you consider under thirdparty dependencies?",Apple,Strategic,Complex,Group PM,5-8 years
"At Apple, as a PM, how would you align marketing and legal on a contentious roadmap decision for host acquisition?",Apple,Leadership,Simple,PM,1-2 years
"At Apple, as a Group PM, how would you align ops and data science on a contentious roadmap decision for payments?",Apple,Leadership,Medium,Group PM,5-8 years
"At Apple, as a PM, how would you align legal and design on a contentious roadmap decision for checkout?",Apple,Leadership,Complex,PM,2-3 years
"As a PM at Apple, which North Star and guardrail metrics would you set for notifications to increase activation? How would you instrument and review them?",Apple,Metrics,Simple,PM,2-3 years
"As a APM at Apple, which North Star and guardrail metrics would you set for driver supply to increase activation? How would you instrument and review them?",Apple,Metrics,Medium,APM,1-2 years
"As a APM at Apple, which North Star and guardrail metrics would you set for NPS to reduce churn? How would you instrument and review them?",Apple,Metrics,Complex,APM,1-2 years
You're the PM at Apple. Design an experiment roadmap to reduce costs for retention. Which levers would you test first and why?,Apple,Growth,Simple,PM,2-3 years
You're the PM at Apple. Design an experiment roadmap to increase revenue for B2B admin console. Which levers would you test first and why?,Apple,Growth,Medium,PM,1-2 years
You're the APM at Apple. Design an experiment roadmap to increase conversion rate for payments. Which levers would you test first and why?,Apple,Growth,Complex,APM,1-2 years
"At Apple, as a Group PM, how would you gather, prioritize, and act on customer feedback to grow MAUs for driver supply?",Apple,Customer Obsession,Simple,Group PM,5-8 years
"At Apple, as a PM, how would you gather, prioritize, and act on customer feedback to reduce costs for creator tools?",Apple,Customer Obsession,Medium,PM,1-2 years
"At Apple, as a PM, how would you gather, prioritize, and act on customer feedback to increase activation for B2B admin console?",Apple,Customer Obsession,Complex,PM,1-2 years
"As a APM at Apple, how would you improve foundational quality for subscriptions given tight timelines? How do you sequence the work?",Apple,Foundation,Simple,APM,1-2 years
"As a APM at Apple, how would you improve foundational quality for host acquisition given legacy systems? How do you sequence the work?",Apple,Foundation,Medium,APM,0-1 years
"As a PM at Apple, how would you improve foundational quality for creator tools given seasonality? How do you sequence the work?",Apple,Foundation,Complex,PM,2-3 years
"Tell me about a time you, as a Group PM, handled significant pushback from design while driving churn reduction at Apple. What did you do and what was the outcome?",Apple,Behavioral,Simple,Group PM,5-8 years
"Tell me about a time you, as a Group PM, handled significant pushback from ops while driving international expansion at Apple. What did you do and what was the outcome?",Apple,Behavioral,Medium,Group PM,5-8 years
"Tell me about a time you, as a Group PM, handled significant pushback from ops while driving search at Apple. What did you do and what was the outcome?",Apple,Behavioral,Complex,Group PM,5-8 years
"As a APM at Apple, how would you partner with engineering to address technical debt in helpdesk experience while still delivering grow MAUs?",Apple,Technical,Simple,APM,1-2 years
"As a APM at Apple, how would you partner with engineering to address technical debt in support automation while still delivering improve retention?",Apple,Technical,Medium,APM,1-2 years
"As a Group PM at Apple, how would you partner with engineering to address technical debt in CRM pipeline while still delivering increase marketplace liquidity?",Apple,Technical,Complex,Group PM,5-8 years
"Design a v1 architecture for fraud mitigation at Apple to increase activation. What components, APIs, and data flows would you propose?",Apple,System Design,Simple,APM,1-2 years
"Design a v1 architecture for international expansion at Apple to grow MAUs. What components, APIs, and data flows would you propose?",Apple,System Design,Medium,Group PM,5-8 years
"Design a v1 architecture for international expansion at Apple to increase revenue. What components, APIs, and data flows would you propose?",Apple,System Design,Complex,PM,2-3 years
"As a Group PM at Apple, propose a new feature for international expansion to increase marketplace liquidity. How would you validate demand and ensure usability?",Apple,Product Sense,Simple,Group PM,5-8 years
"As a APM at Apple, propose a new feature for churn reduction to reduce churn. How would you validate demand and ensure usability?",Apple,Product Sense,Medium,APM,1-2 years
"As a Group PM at Apple, propose a new feature for search to improve retention. How would you validate demand and ensure usability?",Apple,Product Sense,Complex,Group PM,5-8 years
"You're the Group PM at Apple. How would you plan, derisk, and deliver B2B admin console improvements under limited engineering bandwidth?",Apple,Execution,Simple,Group PM,5-8 years
"You're the PM at Apple. How would you plan, derisk, and deliver NPS improvements under high risk of abuse?",Apple,Execution,Medium,PM,1-2 years
"You're the APM at Apple. How would you plan, derisk, and deliver payments improvements under ambiguous requirements?",Apple,Execution,Complex,APM,0-1 years
"As a APM at Apple, plan the GTM for a new B2B admin console initiative to reduce support volume. What segments, messaging, and channels would you choose?",Apple,Launch,Simple,APM,0-1 years
"As a Group PM at Apple, plan the GTM for a new waitlist conversion initiative to reduce costs. What segments, messaging, and channels would you choose?",Apple,Launch,Medium,Group PM,5-8 years
"As a PM at Apple, plan the GTM for a new onboarding initiative to increase paid conversion. What segments, messaging, and channels would you choose?",Apple,Launch,Complex,PM,2-3 years
"At Apple, as a Group PM, how would you evaluate pricing and packaging options for creator tools to scale globally?",Apple,Pricing,Simple,Group PM,5-8 years
"At Apple, as a Group PM, how would you evaluate pricing and packaging options for helpdesk experience to increase paid conversion?",Apple,Pricing,Medium,Group PM,5-8 years
"At Apple, as a Group PM, how would you evaluate pricing and packaging options for data quality to reduce support volume?",Apple,Pricing,Complex,Group PM,5-8 years
You're the PM at Apple. Define success criteria and a 90day review plan for self-serve funnel changes aimed to reduce churn.,Apple,Success Criteria,Simple,PM,2-3 years
You're the PM at Apple. Define success criteria and a 90day review plan for self-serve funnel changes aimed to increase activation.,Apple,Success Criteria,Medium,PM,1-2 years
You're the PM at Apple. Define success criteria and a 90day review plan for mobile app performance changes aimed to reduce churn.,Apple,Success Criteria,Complex,PM,1-2 years
"As a Group PM at Apple, how would you prioritize a backlog for recommendations to reduce churn with design and support disagreeing?",Apple,Prioritization,Simple,Group PM,5-8 years
"As a APM at Apple, how would you prioritize a backlog for data quality to improve reliability with marketing and design disagreeing?",Apple,Prioritization,Medium,APM,0-1 years
"As a Group PM at Apple, how would you prioritize a backlog for international expansion to reduce churn with engineering and data science disagreeing?",Apple,Prioritization,Complex,Group PM,5-8 years
"At Apple, as a Group PM, how would you diagnose and resolve declining health metrics for data quality under limited engineering bandwidth?",Apple,Product Health,Simple,Group PM,5-8 years
"At Apple, as a APM, how would you diagnose and resolve declining health metrics for creator tools under seasonality?",Apple,Product Health,Medium,APM,0-1 years
"At Apple, as a PM, how would you diagnose and resolve declining health metrics for mobile app performance under seasonality?",Apple,Product Health,Complex,PM,2-3 years
"As a APM at Apple, design an AB test plan for recommendations to improve time-to-value. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Simple,APM,1-2 years
"As a Group PM at Apple, design an AB test plan for notifications to increase conversion rate. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Medium,Group PM,5-8 years
"As a APM at Apple, design an AB test plan for international expansion to reduce time-to-first-action. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Complex,APM,1-2 years
"As a APM at Netflix, how would you define and execute a multiquarter strategy for waitlist conversion to reduce time-to-first-action? What tradeoffs would you consider under high risk of abuse?",Netflix,Strategic,Simple,APM,1-2 years
"As a PM at Netflix, how would you define and execute a multiquarter strategy for notifications to increase conversion rate? What tradeoffs would you consider under seasonality?",Netflix,Strategic,Medium,PM,1-2 years
"As a Director at Netflix, how would you define and execute a multiquarter strategy for creator tools to improve time-to-value? What tradeoffs would you consider under limited engineering bandwidth?",Netflix,Strategic,Complex,Director,8 years
"At Netflix, as a Principal PM, how would you align legal and finance on a contentious roadmap decision for subscriptions?",Netflix,Leadership,Simple,Principal PM,8 years
"At Netflix, as a Principal PM, how would you align design and legal on a contentious roadmap decision for checkout?",Netflix,Leadership,Medium,Principal PM,5-8 years
"At Netflix, as a Director, how would you align marketing and legal on a contentious roadmap decision for data quality?",Netflix,Leadership,Complex,Director,8 years
"As a Principal PM at Netflix, which North Star and guardrail metrics would you set for self-serve funnel to grow MAUs? How would you instrument and review them?",Netflix,Metrics,Simple,Principal PM,8 years
"As a Principal PM at Netflix, which North Star and guardrail metrics would you set for content safety to increase conversion rate? How would you instrument and review them?",Netflix,Metrics,Medium,Principal PM,8 years
"As a Principal PM at Netflix, which North Star and guardrail metrics would you set for search to increase revenue? How would you instrument and review them?",Netflix,Metrics,Complex,Principal PM,5-8 years
You're the Principal PM at Netflix. Design an experiment roadmap to improve NPS for helpdesk experience. Which levers would you test first and why?,Netflix,Growth,Simple,Principal PM,5-8 years
You're the Principal PM at Netflix. Design an experiment roadmap to increase marketplace liquidity for churn reduction. Which levers would you test first and why?,Netflix,Growth,Medium,Principal PM,5-8 years
You're the Director at Netflix. Design an experiment roadmap to improve reliability for retention. Which levers would you test first and why?,Netflix,Growth,Complex,Director,8 years
"At Netflix, as a Principal PM, how would you gather, prioritize, and act on customer feedback to improve time-to-value for content safety?",Netflix,Customer Obsession,Simple,Principal PM,8 years
"At Netflix, as a Director, how would you gather, prioritize, and act on customer feedback to increase activation for checkout?",Netflix,Customer Obsession,Medium,Director,8 years
"At Netflix, as a Senior PM, how would you gather, prioritize, and act on customer feedback to reduce costs for helpdesk experience?",Netflix,Customer Obsession,Complex,Senior PM,3-5 years
"As a Senior PM at Netflix, how would you improve foundational quality for content safety given tight timelines? How do you sequence the work?",Netflix,Foundation,Simple,Senior PM,3-5 years
"As a Principal PM at Netflix, how would you improve foundational quality for host acquisition given tight timelines? How do you sequence the work?",Netflix,Foundation,Medium,Principal PM,8 years
"As a Principal PM at Netflix, how would you improve foundational quality for payments given data sparsity? How do you sequence the work? (focus: payments, reduce churn)",Netflix,Foundation,Complex,Principal PM,8 years
"Tell me about a time you, as a Director, handled significant pushback from support while driving creator tools at Netflix. What did you do and what was the outcome?",Netflix,Behavioral,Simple,Director,8 years
